,Open,High,Low,Close,Adj Close,Volume
2019-03-01,189.95,192.69,189.28,192.16,192.16,887600
2019-03-02,190.98,193.09,188.42,191.45,191.45,994600
2019-03-03,192.0,193.49,187.57,190.75,190.75,1101600
2019-03-04,193.03,193.89,186.71,190.04,190.04,1208600
2019-03-05,190.16,190.51,187.52,187.8,187.8,1409100
2019-03-06,188.18,188.7,180.56,181.11,181.11,1381000
2019-03-07,181.36,181.83,177.45,178.61,178.61,1432900
2019-03-08,177.26,177.62,173.59,177.26,177.26,1451500
2019-03-09,177.49,178.6,174.99,178.35,178.35,1417900
2019-03-10,177.71,179.58,176.38,179.43,179.43,1384300
2019-03-11,177.94,180.56,177.78,180.52,180.52,1350700
2019-03-12,181.15,183.23,179.85,182.57,182.57,1545300
2019-03-13,183.37,186.78,182.21,185.66,185.66,1202300
2019-03-14,185.62,186.66,184.45,186.11,186.11,785700
2019-03-15,186.88,189.35,186.37,188.09,188.09,2768600
2019-03-16,187.25,189.3,186.09,187.89,187.89,2363766
2019-03-17,187.63,189.26,185.81,187.68,187.68,1958933
2019-03-18,188.0,189.21,185.53,187.48,187.48,1554100
2019-03-19,184.64,185.0,181.18,181.76,181.76,1556200
2019-03-20,181.53,182.46,179.54,179.98,179.98,1213600
2019-03-21,178.22,182.74,178.22,182.56,182.56,1156500
2019-03-22,182.07,183.85,181.04,181.53,181.53,1612300
2019-03-23,181.94,184.25,181.17,182.3,182.3,1659700
2019-03-24,181.8,184.66,181.31,183.08,183.08,1707100
2019-03-25,181.67,185.06,181.44,183.85,183.85,1754500
2019-03-26,185.24,190.07,184.83,189.91,189.91,1373700
2019-03-27,190.0,190.01,185.62,185.82,185.82,1181200
2019-03-28,186.01,186.94,181.49,182.42,182.42,1615200
2019-03-29,184.29,184.86,181.92,183.95,183.95,1274700
2019-03-30,184.59,185.7,182.84,184.65,184.65,1193133
2019-03-31,184.9,186.54,183.76,185.35,185.35,1111566
2019-04-01,185.2,187.38,184.68,186.05,186.05,1030000
2019-04-02,185.96,189.43,184.91,187.11,187.11,814400
2019-04-03,187.9,188.98,187.01,187.89,187.89,829400
2019-04-04,188.22,188.34,182.49,184.15,184.15,1193400
2019-04-05,184.49,189.35,184.24,188.89,188.89,2289000
2019-04-06,186.08,189.55,185.05,188.9,188.9,1829366
2019-04-07,187.68,189.75,185.86,188.92,188.92,1369733
2019-04-08,189.27,189.95,186.67,188.93,188.93,910100
2019-04-09,188.01,189.7,187.75,188.31,188.31,976000
2019-04-10,188.32,191.71,187.07,190.37,190.37,1155900
2019-04-11,191.08,191.42,184.22,185.12,185.12,1971900
2019-04-12,185.42,186.47,182.31,182.78,182.78,1077400
2019-04-13,184.37,185.75,181.62,182.68,182.68,993833
2019-04-14,183.32,185.04,180.93,182.59,182.59,910266
2019-04-15,182.27,184.32,180.24,182.49,182.49,826700
2019-04-16,183.63,184.8,179.59,179.74,179.74,900300
2019-04-17,180.45,180.75,166.65,166.97,166.97,2851100
2019-04-18,169.96,170.45,163.68,168.16,168.16,3195700
2019-04-19,169.42,170.3,164.31,168.25,168.25,2700150
2019-04-20,168.88,170.15,164.94,168.34,168.34,2204600
2019-04-21,168.33,170.01,165.57,168.43,168.43,1709050
2019-04-22,167.79,169.86,166.2,168.52,168.52,1213500
2019-04-23,169.22,175.6,168.77,175.37,175.37,1514600
2019-04-24,175.58,175.86,171.76,172.58,172.58,1164500
2019-04-25,172.4,175.22,170.2,174.61,174.61,806500
2019-04-26,173.98,174.42,170.01,172.85,172.85,1117700
2019-04-27,173.51,174.17,170.41,172.74,172.74,995233
2019-04-28,173.05,173.92,170.82,172.63,172.63,872766
2019-04-29,172.58,173.67,171.22,172.52,172.52,750300
2019-04-30,173.93,174.92,168.49,168.98,168.98,1619800
2019-05-01,168.76,175.6,168.51,172.6,172.6,1824800
2019-05-02,172.1,172.49,167.8,169.54,169.54,1209800
2019-05-03,170.05,174.19,169.46,173.87,173.87,971800
2019-05-04,170.13,174.51,169.62,174.17,174.17,943966
2019-05-05,170.22,174.83,169.79,174.46,174.46,916133
2019-05-06,170.3,175.15,169.95,174.76,174.76,888300
2019-05-07,172.33,174.38,168.59,170.28,170.28,1345900
2019-05-08,170.06,171.54,168.4,169.01,169.01,1121600
2019-05-09,167.4,170.5,166.48,169.91,169.91,820200
2019-05-10,169.36,169.36,164.31,168.85,168.85,805700
2019-05-11,168.14,168.73,164.23,167.44,167.44,909966
2019-05-12,166.92,168.11,164.15,166.02,166.02,1014233
2019-05-13,165.7,167.48,164.07,164.61,164.61,1118500
2019-05-14,165.6,167.58,164.96,166.72,166.72,938200
2019-05-15,165.41,168.22,164.96,166.88,166.88,663700
2019-05-16,167.63,173.41,167.63,170.23,170.23,1688900
2019-05-17,168.9,170.84,167.97,168.73,168.73,898200
2019-05-18,168.52,169.98,167.21,167.73,167.73,813566
2019-05-19,168.15,169.11,166.44,166.73,166.73,728933
2019-05-20,167.77,168.25,165.68,165.73,165.73,644300
2019-05-21,167.89,170.15,167.38,169.12,169.12,703300
2019-05-22,168.47,174.29,168.47,172.37,172.37,1230400
2019-05-23,171.61,173.32,169.5,173.01,173.01,1272800
2019-05-24,174.31,175.94,171.37,171.77,171.77,1115700
2019-05-25,173.79,175.4,171.29,172.02,172.02,1222300
2019-05-26,173.28,174.86,171.21,172.26,172.26,1328900
2019-05-27,172.76,174.33,171.14,172.51,172.51,1435500
2019-05-28,172.24,173.79,171.06,172.76,172.76,1542100
2019-05-29,171.15,171.87,166.3,166.55,166.55,1788400
2019-05-30,167.26,170.5,167.26,170.26,170.26,902900
2019-05-31,168.49,169.99,166.1,166.18,166.18,982500
2019-06-01,167.95,169.61,166.0,166.33,166.33,1015200
2019-06-02,167.41,169.23,165.9,166.49,166.49,1047900
2019-06-03,166.87,168.85,165.8,166.64,166.64,1080600
2019-06-04,168.16,172.97,167.08,171.27,171.27,1456800
2019-06-05,171.9,174.0,170.39,173.27,173.27,1254500
2019-06-06,173.22,173.99,167.42,167.75,167.75,1261100
2019-06-07,169.43,173.98,169.26,173.51,173.51,1109600
2019-06-08,170.72,174.03,170.01,173.29,173.29,1081433
2019-06-09,172.0,174.07,170.76,173.06,173.06,1053266
2019-06-10,173.29,174.12,171.51,172.84,172.84,1025100
2019-06-11,174.08,174.88,171.75,172.0,172.0,1442300
2019-06-12,172.6,173.47,169.26,170.63,170.63,1444600
2019-06-13,171.17,171.95,167.84,168.89,168.89,951600
2019-06-14,168.9,170.99,167.94,170.22,170.22,806100
2019-06-15,169.66,172.04,169.02,171.41,171.41,855933
2019-06-16,170.41,173.09,170.09,172.59,172.59,905766
2019-06-17,171.17,174.14,171.17,173.78,173.78,955600
2019-06-18,175.97,178.9,174.8,177.94,177.94,1521400
2019-06-19,178.52,182.14,177.0,181.75,181.75,1535400
2019-06-20,183.52,186.33,181.21,182.17,182.17,1217700
2019-06-21,183.34,184.45,180.76,183.97,183.97,1844600
2019-06-22,183.75,184.63,180.69,182.99,182.99,1484400
2019-06-23,184.15,184.8,180.62,182.0,182.0,1124200
2019-06-24,184.56,184.98,180.55,181.02,181.02,764000
2019-06-25,181.64,183.1,179.49,180.15,180.15,960100
2019-06-26,180.11,181.03,177.13,177.66,177.66,768700
2019-06-27,178.0,179.24,176.68,178.58,178.58,731500
2019-06-28,179.74,184.99,178.75,183.38,183.38,1604900
2019-06-29,181.52,185.04,179.44,182.87,182.87,1440433
2019-06-30,183.29,185.09,180.12,182.35,182.35,1275966
2019-07-01,185.07,185.14,180.81,181.84,181.84,1111500
2019-07-02,181.54,181.54,178.88,179.53,179.53,819600
2019-07-03,180.25,183.45,178.54,183.26,183.26,571600
2019-07-04,179.85,183.35,177.97,180.8,180.8,725250
2019-07-05,179.45,183.24,177.41,178.34,178.34,878900
2019-07-06,178.89,181.41,176.33,177.81,177.81,858900
2019-07-07,178.32,179.59,175.26,177.28,177.28,838900
2019-07-08,177.76,177.76,174.18,176.75,176.75,818900
2019-07-09,175.62,178.63,174.78,178.46,178.46,714700
2019-07-10,179.0,179.75,175.53,178.76,178.76,766600
2019-07-11,178.81,178.86,172.74,176.01,176.01,1258100
2019-07-12,176.06,176.27,173.95,175.79,175.79,1004000
2019-07-13,176.09,176.87,174.2,175.98,175.98,1021100
2019-07-14,176.13,177.48,174.45,176.18,176.18,1038200
2019-07-15,176.16,178.08,174.7,176.37,176.37,1055300
2019-07-16,176.47,177.93,175.58,176.16,176.16,620000
2019-07-17,176.93,179.24,176.33,177.14,177.14,773100
2019-07-18,176.92,178.58,176.38,178.09,178.09,853500
2019-07-19,179.15,179.15,174.05,174.13,174.13,1121600
2019-07-20,177.21,177.62,173.5,174.11,174.11,1121400
2019-07-21,175.28,176.1,172.96,174.1,174.1,1121200
2019-07-22,173.34,174.57,172.41,174.08,174.08,1121000
2019-07-23,174.43,176.36,173.4,175.24,175.24,828400
2019-07-24,175.0,175.0,172.31,173.34,173.34,1135700
2019-07-25,172.22,172.51,169.02,169.56,169.56,1784000
2019-07-26,170.18,171.13,165.85,166.83,166.83,1640900
2019-07-27,169.19,169.92,165.66,166.63,166.63,1549466
2019-07-28,168.2,168.72,165.46,166.43,166.43,1458033
2019-07-29,167.21,167.51,165.27,166.23,166.23,1366600
2019-07-30,165.74,171.1,165.52,169.54,169.54,2339000
2019-07-31,168.79,170.21,165.66,166.62,166.62,1460400
2019-08-01,173.42,181.3,170.13,179.29,179.29,3130300
2019-08-02,177.78,180.97,177.06,178.39,178.39,1814900
2019-08-03,177.33,179.69,176.01,177.45,177.45,1779733
2019-08-04,176.89,178.42,174.97,176.5,176.5,1744566
2019-08-05,176.44,177.14,173.92,175.56,175.56,1709400
2019-08-06,174.23,177.05,173.64,176.94,176.94,1287600
2019-08-07,175.11,176.47,172.48,175.65,175.65,941000
2019-08-08,175.59,183.11,175.59,182.94,182.94,1641700
2019-08-09,182.94,184.07,179.39,182.98,182.98,1275800
2019-08-10,182.65,183.76,179.3,181.93,181.93,1237500
2019-08-11,182.35,183.45,179.21,180.89,180.89,1199200
2019-08-12,182.06,183.14,179.12,179.84,179.84,1160900
2019-08-13,178.36,185.54,178.04,183.91,183.91,1246100
2019-08-14,181.77,183.57,178.85,179.53,179.53,1405800
2019-08-15,180.01,182.04,178.37,181.12,181.12,823100
2019-08-16,183.08,185.75,180.84,184.94,184.94,1304200
2019-08-17,184.13,186.4,182.52,185.66,185.66,1190533
2019-08-18,185.19,187.06,184.2,186.37,186.37,1076866
2019-08-19,186.24,187.71,185.88,187.09,187.09,963200
2019-08-20,187.04,188.44,182.9,183.72,183.72,1001300
2019-08-21,185.86,187.3,184.6,186.4,186.4,575500
2019-08-22,186.76,187.62,181.48,184.21,184.21,1026800
2019-08-23,184.36,186.78,179.24,180.18,180.18,1198700
2019-08-24,183.18,185.31,179.35,180.33,180.33,1075633
2019-08-25,182.0,183.85,179.45,180.49,180.49,952566
2019-08-26,180.82,182.38,179.56,180.64,180.64,829500
2019-08-27,181.99,182.92,177.27,178.25,178.25,940100
2019-08-28,177.47,180.71,170.54,178.34,178.34,1680200
2019-08-29,179.3,180.5,178.14,178.98,178.98,680300
2019-08-30,180.26,181.2,178.76,180.02,180.02,892900
2019-08-31,180.33,181.29,178.46,179.69,179.69,927200
2019-09-01,180.4,181.39,178.17,179.36,179.36,961500
2019-09-02,180.48,181.48,177.88,179.03,179.03,995800
2019-09-03,180.55,181.57,177.58,178.7,178.7,1030100
2019-09-04,179.73,179.75,173.56,176.83,176.83,1003300
2019-09-05,178.18,180.05,177.02,179.86,179.86,868700
2019-09-06,180.35,182.15,179.33,181.33,181.33,979400
2019-09-07,180.6,181.86,177.7,179.16,179.16,1045266
2019-09-08,180.84,181.57,176.08,176.98,176.98,1111133
2019-09-09,181.09,181.28,174.45,174.81,174.81,1177000
2019-09-10,174.03,174.14,166.65,171.01,171.01,1849400
2019-09-11,171.19,173.61,170.9,173.11,173.11,1190800
2019-09-12,174.39,175.45,172.0,172.45,172.45,874500
2019-09-13,173.16,175.79,172.45,174.94,174.94,1216300
2019-09-14,173.4,176.56,172.68,175.81,175.81,1130533
2019-09-15,173.65,177.32,172.9,176.68,176.68,1044766
2019-09-16,173.89,178.09,173.13,177.55,177.55,959000
2019-09-17,173.02,177.82,173.02,176.0,176.0,1157200
2019-09-18,176.01,176.5,171.96,174.52,174.52,1172700
2019-09-19,174.48,176.7,173.6,176.14,176.14,773500
2019-09-20,177.01,179.55,175.58,178.12,178.12,1719400
2019-09-21,177.42,179.37,175.64,177.37,177.37,1387600
2019-09-22,177.82,179.19,175.71,176.63,176.63,1055800
2019-09-23,178.23,179.01,175.77,175.88,175.88,724000
2019-09-24,176.32,177.78,171.03,172.52,172.52,767400
2019-09-25,172.31,173.49,170.56,171.5,171.5,949600
2019-09-26,172.05,172.05,167.43,169.55,169.55,1593800
2019-09-27,170.29,170.54,165.53,166.74,166.74,1206300
2019-09-28,170.04,170.79,166.22,167.63,167.63,1281633
2019-09-29,169.8,171.04,166.92,168.53,168.53,1356966
2019-09-30,169.55,171.29,167.61,169.42,169.42,1432300
2019-10-01,169.24,170.11,166.52,167.58,167.58,950800
2019-10-02,167.69,168.52,165.23,166.71,166.71,1486100
2019-10-03,166.06,170.64,166.06,170.5,170.5,1094000
2019-10-04,170.89,172.92,170.52,172.42,172.42,873400
2019-10-05,171.11,172.87,170.1,172.3,172.3,881366
2019-10-06,171.33,172.81,169.69,172.17,172.17,889333
2019-10-07,171.55,172.76,169.27,172.05,172.05,897300
2019-10-08,170.47,171.89,167.6,169.55,169.55,972100
2019-10-09,170.87,171.99,168.55,168.73,168.73,768500
2019-10-10,168.42,170.37,167.62,170.22,170.22,765600
2019-10-11,171.44,174.72,171.13,172.41,172.41,854900
2019-10-12,171.73,174.9,171.53,172.8,172.8,750133
2019-10-13,172.03,175.07,171.92,173.2,173.2,645366
2019-10-14,172.32,175.25,172.32,173.59,173.59,540600
2019-10-15,174.36,176.98,174.02,176.14,176.14,738800
2019-10-16,175.32,177.2,173.62,176.09,176.09,749400
2019-10-17,177.8,180.05,177.5,177.72,177.72,1133600
2019-10-18,180.25,180.25,175.38,176.23,176.23,1122600
2019-10-19,179.24,181.77,175.19,178.66,178.66,1114133
2019-10-20,178.24,183.29,175.01,181.1,181.1,1105666
2019-10-21,177.23,184.81,174.82,183.53,183.53,1097200
2019-10-22,186.91,194.75,186.19,191.06,191.06,4428000
2019-10-23,190.37,192.54,186.41,190.51,190.51,1544600
2019-10-24,191.7,194.9,189.35,194.47,194.47,1881000
2019-10-25,193.13,195.94,192.55,194.49,194.49,1199300
2019-10-26,193.61,195.63,192.47,194.33,194.33,1245333
2019-10-27,194.08,195.33,192.4,194.18,194.18,1291366
2019-10-28,194.56,195.02,192.32,194.02,194.02,1337400
2019-10-29,194.43,198.46,193.26,197.89,197.89,1695000
2019-10-30,198.11,199.46,196.64,199.28,199.28,1195700
2019-10-31,197.06,200.0,194.2,195.48,195.48,2273400
2019-11-01,196.24,202.94,195.02,200.94,200.94,3010600
2019-11-02,198.2,202.71,195.95,200.43,200.43,2438166
2019-11-03,200.17,202.48,196.87,199.93,199.93,1865733
2019-11-04,202.13,202.25,197.8,199.42,199.42,1293300
2019-11-05,199.0,199.95,196.46,197.14,197.14,1324200
2019-11-06,198.23,198.49,195.7,195.97,195.97,1124000
2019-11-07,196.4,197.16,195.11,195.83,195.83,1018500
2019-11-08,197.08,202.11,196.71,201.31,201.31,1219900
2019-11-09,198.38,202.14,197.57,201.51,201.51,1088333
2019-11-10,199.68,202.18,198.43,201.7,201.7,956766
2019-11-11,200.98,202.21,199.29,201.9,201.9,825200
2019-11-12,202.14,204.84,201.84,203.86,203.86,939800
2019-11-13,205.0,207.64,203.75,207.1,207.1,1080500
2019-11-14,206.84,207.5,203.24,205.0,205.0,995500
2019-11-15,205.95,210.05,205.01,209.8,209.8,1581500
2019-11-16,207.26,210.06,205.9,209.87,209.87,1565533
2019-11-17,208.56,210.07,206.79,209.93,209.93,1549566
2019-11-18,209.87,210.08,207.68,210.0,210.0,1533600
2019-11-19,212.97,215.46,209.41,215.0,215.0,1706100
2019-11-20,214.78,217.08,212.85,215.07,215.07,2487300
2019-11-21,214.34,215.64,212.8,215.5,215.5,1241300
2019-11-22,216.93,218.6,215.1,218.0,218.0,1318900
2019-11-23,217.74,220.27,216.4,219.76,219.76,1376100
2019-11-24,218.56,221.94,217.7,221.51,221.51,1433300
2019-11-25,219.37,223.61,219.0,223.27,223.27,1490500
2019-11-26,223.66,223.73,218.23,219.05,219.05,1875300
2019-11-27,219.1,220.99,218.07,220.06,220.06,833100
2019-11-28,219.75,221.71,219.05,220.9,220.9,685100
2019-11-29,220.39,222.42,220.03,221.75,221.75,537100
2019-11-30,221.25,222.75,219.49,221.43,221.43,722466
2019-12-01,222.1,223.08,218.95,221.11,221.11,907833
2019-12-02,222.96,223.41,218.41,220.79,220.79,1093200
2019-12-03,219.61,222.75,218.39,221.13,221.13,949200
2019-12-04,222.0,224.08,221.07,223.91,223.91,937000
2019-12-05,223.77,224.31,221.35,223.07,223.07,767200
2019-12-06,224.17,224.66,220.36,223.25,223.25,1021300
2019-12-07,223.78,224.99,219.97,221.96,221.96,1275633
2019-12-08,223.38,225.33,219.58,220.66,220.66,1529966
2019-12-09,222.99,225.66,219.19,219.37,219.37,1784300
2019-12-10,219.42,221.87,218.5,220.27,220.27,1256600
2019-12-11,221.91,224.27,219.58,220.0,220.0,958900
2019-12-12,219.71,222.55,219.17,220.55,220.55,1094600
2019-12-13,220.19,221.62,217.83,218.98,218.98,1484100
2019-12-14,220.29,221.7,218.33,219.15,219.15,1629166
2019-12-15,220.4,221.78,218.83,219.33,219.33,1774233
2019-12-16,220.5,221.86,219.33,219.5,219.5,1919300
2019-12-17,219.72,219.73,216.01,217.62,217.62,1452500
2019-12-18,217.83,219.92,217.49,219.35,219.35,1759400
2019-12-19,220.14,220.68,216.98,217.78,217.78,1864200
2019-12-20,219.62,221.02,217.0,220.69,220.69,2824100
2019-12-21,220.06,221.64,217.89,220.45,220.45,2260333
2019-12-22,220.51,222.25,218.79,220.22,220.22,1696566
2019-12-23,220.95,222.87,219.68,219.98,219.98,1132800
2019-12-24,220.46,220.64,218.51,220.56,220.56,300500
2019-12-25,220.53,220.77,218.44,220.4,220.4,498750
2019-12-26,220.6,220.9,218.38,220.25,220.25,697000
2019-12-27,220.59,221.48,218.12,220.97,220.97,904600
2019-12-28,220.52,221.64,217.86,220.3,220.3,861166
2019-12-29,220.45,221.79,217.59,219.64,219.64,817733
2019-12-30,220.38,221.95,217.33,218.97,218.97,774300
2019-12-31,218.6,219.81,216.7,218.95,218.95,1036400
2020-01-01,219.42,220.23,216.82,219.2,219.2,1185350
2020-01-02,220.24,220.65,216.95,219.45,219.45,1334300
2020-01-03,216.16,219.89,214.55,217.98,217.98,943400
2020-01-04,216.68,221.38,215.34,220.0,220.0,1107800
2020-01-05,217.21,222.86,216.12,222.01,222.01,1272200
2020-01-06,217.73,224.35,216.91,224.03,224.03,1436600
2020-01-07,224.26,225.92,222.14,223.79,223.79,1027700
2020-01-08,225.89,232.7,224.91,231.09,231.09,1802600
2020-01-09,233.08,233.26,227.27,230.26,230.26,1435400
2020-01-10,231.69,231.69,228.07,228.95,228.95,1017300
2020-01-11,230.92,231.13,226.9,228.13,228.13,1022033
2020-01-12,230.15,230.56,225.73,227.31,227.31,1026766
2020-01-13,229.38,230.0,224.56,226.49,226.49,1031500
2020-01-14,226.44,229.8,225.53,229.75,229.75,1042000
2020-01-15,229.88,234.33,228.78,234.15,234.15,1741500
2020-01-16,234.27,235.78,233.27,235.5,235.5,2124000
2020-01-17,236.51,236.51,232.82,235.83,235.83,1599300
2020-01-18,236.34,236.68,232.9,235.37,235.37,1549425
2020-01-19,236.17,236.85,232.98,234.91,234.91,1499550
2020-01-20,236.01,237.03,233.05,234.45,234.45,1449675
2020-01-21,235.84,237.2,233.13,233.99,233.99,1399800
2020-01-22,234.94,237.47,234.4,234.61,234.61,1134000
2020-01-23,235.0,235.63,231.38,233.91,233.91,978000
2020-01-24,234.07,235.18,228.42,229.06,229.06,904300
2020-01-25,231.55,233.05,227.64,228.5,228.5,870200
2020-01-26,229.03,230.92,226.85,227.93,227.93,836100
2020-01-27,226.51,228.79,226.07,227.37,227.37,802000
2020-01-28,228.53,232.3,227.57,231.97,231.97,861800
2020-01-29,231.72,233.59,230.57,232.41,232.41,893500
2020-01-30,230.84,231.75,228.68,230.31,230.31,1169500
2020-01-31,238.65,239.4,223.01,227.05,227.05,3373500
2020-02-01,236.02,237.53,223.68,228.2,228.2,2911666
2020-02-02,233.39,235.65,224.34,229.36,229.36,2449833
2020-02-03,230.76,233.78,225.01,230.51,230.51,1988000
2020-02-04,233.35,241.23,233.29,239.66,239.66,1485900
2020-02-05,241.61,244.41,240.0,240.76,240.76,1951600
2020-02-06,242.13,244.65,238.01,239.12,239.12,1320300
2020-02-07,237.66,240.34,234.1,240.06,240.06,1443100
2020-02-08,238.18,241.86,235.07,241.62,241.62,1386400
2020-02-09,238.7,243.37,236.03,243.19,243.19,1329700
2020-02-10,239.22,244.89,237.0,244.75,244.75,1273000
2020-02-11,245.0,249.0,242.78,247.81,247.81,2280000
2020-02-12,247.61,248.8,240.7,242.21,242.21,1805700
2020-02-13,241.41,245.39,239.73,240.09,240.09,1329200
2020-02-14,241.24,244.45,238.55,243.82,243.82,1354000
2020-02-15,242.16,244.84,239.19,244.35,244.35,1341850
2020-02-16,243.08,245.22,239.82,244.88,244.88,1329700
2020-02-17,244.0,245.61,240.45,245.4,245.4,1317550
2020-02-18,244.92,246.0,241.09,245.93,245.93,1305400
2020-02-19,249.85,249.85,245.24,247.78,247.78,947700
2020-02-20,247.29,247.7,242.59,245.1,245.1,1524800
2020-02-21,247.3,247.5,243.27,246.29,246.29,1365100
2020-02-22,245.35,245.92,240.75,243.2,243.2,1463166
2020-02-23,243.39,244.34,238.22,240.1,240.1,1561233
2020-02-24,241.44,242.76,235.7,237.01,237.01,1659300
2020-02-25,238.18,239.99,228.5,230.0,230.0,1581100
2020-02-26,232.41,237.37,229.49,232.04,232.04,1578500
2020-02-27,228.48,231.63,218.01,223.3,223.3,1973000
2020-02-28,215.57,224.54,215.5,224.03,224.03,2485900
2020-02-29,218.52,227.35,218.05,226.78,226.78,2459400
2020-03-01,221.48,230.17,220.59,229.54,229.54,2432900
2020-03-02,224.43,232.98,223.14,232.29,232.29,2406400
2020-03-03,230.27,237.55,226.67,228.26,228.26,2092900
2020-03-04,232.29,246.06,230.9,245.32,245.32,1971800
2020-03-05,239.24,242.18,235.29,237.31,237.31,1518300
2020-03-06,227.65,234.48,226.61,233.5,233.5,1872600
2020-03-07,224.46,232.19,222.43,228.88,228.88,1926566
2020-03-08,221.26,229.9,218.26,224.27,224.27,1980533
2020-03-09,218.07,227.61,214.08,219.65,219.65,2034500
2020-03-10,226.21,231.41,216.47,230.51,230.51,2024200
2020-03-11,225.63,230.83,218.7,220.34,220.34,1733800
2020-03-12,206.59,215.36,201.5,204.06,204.06,3757900
2020-03-13,218.23,221.47,200.76,220.86,220.86,3813400
2020-03-14,212.69,220.65,200.23,213.83,213.83,3382700
2020-03-15,207.14,219.82,199.69,206.8,206.8,2952000
2020-03-16,201.6,219.0,199.16,199.77,199.77,2521300
2020-03-17,203.97,230.06,202.5,210.44,210.44,4447500
2020-03-18,200.6,224.99,197.47,212.98,212.98,3406400
2020-03-19,215.15,223.93,202.01,215.69,215.69,3118600
2020-03-20,217.7,227.43,204.16,206.0,206.0,2764700
2020-03-21,215.3,224.32,202.61,204.74,204.74,2777133
2020-03-22,212.9,221.21,201.07,203.47,203.47,2789566
2020-03-23,210.5,218.1,199.52,202.21,202.21,2802000
2020-03-24,207.84,224.98,207.84,223.13,223.13,2830400
2020-03-25,219.88,224.0,209.51,210.09,210.09,2066600
2020-03-26,209.8,225.62,209.43,224.49,224.49,1752500
2020-03-27,219.43,224.18,215.57,217.24,217.24,1712700
2020-03-28,220.07,227.38,217.05,222.13,222.13,1854766
2020-03-29,220.7,230.57,218.52,227.03,227.03,1996833
2020-03-30,221.34,233.77,220.0,231.92,231.92,2138900
2020-03-31,228.95,240.0,228.02,237.95,237.95,3300700
2020-04-01,232.12,234.98,223.45,225.48,225.48,1482300
2020-04-02,222.77,242.96,222.39,242.16,242.16,2503900
2020-04-03,241.38,247.45,234.35,238.31,238.31,1989800
2020-04-04,243.79,250.52,236.88,243.97,243.97,2341966
2020-04-05,246.2,253.58,239.41,249.64,249.64,2694133
2020-04-06,248.61,256.65,241.94,255.3,255.3,3046300
2020-04-07,263.15,267.45,245.38,247.67,247.67,3551100
2020-04-08,249.43,251.68,240.5,249.66,249.66,2737500
2020-04-09,252.0,252.0,243.0,246.61,246.61,2491400
2020-04-10,250.17,252.46,243.2,248.03,248.03,2326375
2020-04-11,248.33,252.92,243.4,249.44,249.44,2161350
2020-04-12,246.5,253.37,243.61,250.86,250.86,1996325
2020-04-13,244.66,253.83,243.81,252.28,252.28,1831300
2020-04-14,257.44,265.66,253.51,262.41,262.41,2180500
2020-04-15,260.9,262.82,254.31,255.23,255.23,2686500
2020-04-16,259.67,265.28,258.61,264.76,264.76,2172800
2020-04-17,272.34,272.67,265.15,270.46,270.46,2166700
2020-04-18,272.22,273.87,266.45,271.39,271.39,2100400
2020-04-19,272.09,275.06,267.75,272.33,272.33,2034100
2020-04-20,271.97,276.26,269.05,273.26,273.26,1967800
2020-04-21,273.0,277.22,262.55,262.8,262.8,1602700
2020-04-22,267.15,271.25,264.0,269.37,269.37,1546000
2020-04-23,270.03,277.8,266.92,267.91,267.91,2770400
2020-04-24,270.12,271.35,266.43,269.86,269.86,1805800
2020-04-25,271.75,272.65,266.67,269.41,269.41,1931066
2020-04-26,273.37,273.96,266.92,268.96,268.96,2056333
2020-04-27,275.0,275.26,267.16,268.51,268.51,2181600
2020-04-28,268.0,269.95,250.43,256.96,256.96,2338300
2020-04-29,260.97,262.0,250.52,251.05,251.05,2401700
2020-04-30,257.75,258.5,245.06,251.2,251.2,2825200
2020-05-01,249.26,256.0,248.0,254.9,254.9,1940200
2020-05-02,251.97,259.0,250.67,258.16,258.16,2176900
2020-05-03,254.69,262.0,253.34,261.43,261.43,2413600
2020-05-04,257.4,265.0,256.01,264.69,264.69,2650300
2020-05-05,266.97,274.06,264.8,272.33,272.33,1934300
2020-05-06,272.33,275.55,268.0,270.06,270.06,1290200
2020-05-07,272.69,273.72,266.83,270.01,270.01,1622000
2020-05-08,269.5,274.41,268.29,271.63,271.63,1084100
2020-05-09,270.15,278.55,269.01,276.18,276.18,1412233
2020-05-10,270.8,282.68,269.72,280.73,280.73,1740366
